brand,phonename,cpu,charging,waterproof,screen,characteristic,phonehref,img_url
['华为（HUAWEI）'],[' 华为P60 '],['骁龙8系列 4G'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651297.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d76b5c6af01f4c3a8d2226ba8a57743e,https://img12.360buyimg.com/n1/s450x450_jfs/t1/227219/18/761/99812/6535f583F8a317452/5b56f557c8e63cf6.jpg
['vivo'],[' vivo S17 '],['骁龙778G+'],['80-119W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100058057444.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ade633b6bc0041e492523127ef40b4b4,https://img14.360buyimg.com/n1/s450x450_jfs/t1/145610/15/39233/82171/6534f9f2F17ba7334/defacc9fd3ab207d.jpg
['华为（HUAWEI）'],[' 华为nova 11 '],['骁龙778G'],['50-79W'],['不支持防水'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100049696240.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b59aef084d2249bcbc91b13db18e3241,https://img10.360buyimg.com/n1/s450x450_jfs/t1/112923/16/36334/88727/6535fa1eFff344b73/b7a5b19c42d8a953.jpg
['荣耀（HONOR）'],[' 荣耀Magic5 至臻版 '],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，5G，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控，大底主摄，VC散热'],https://item.jd.com/100054077501.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5ff4847e9ecf4e24ad4b1470f9238024,https://img11.360buyimg.com/n1/s450x450_jfs/t1/95380/33/36720/54962/6401dd6cF3d665f53/e1e019d060de896a.jpg
['华为（HUAWEI）'],[' 华为P60 Pro '],['骁龙8系列 4G'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100046247596.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9070d5dc0c8f4ceab1a3cfc96852a961,https://img11.360buyimg.com/n1/s450x450_jfs/t1/109444/23/25656/100055/6535f6bbF71706cb9/30c1d38e2065d0f4.jpg
['华为（HUAWEI）'],[' 华为Mate 50 Pro '],['未公布'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100037199895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b90f4a2ed21f4ff8804936e4ce00a922,https://img10.360buyimg.com/n1/s450x450_jfs/t1/237367/30/347/105530/6534d34eF59c0cef4/61a98319a63d412a.jpg
['三星（SAMSUNG）'],[' 三星Galaxy S23 Ultra '],['骁龙8 Gen2'],['以官网信息为准'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100042368208.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=72ee30cc9444490ca2663ab0b16565fb,https://img13.360buyimg.com/n1/s450x450_jfs/t1/236219/19/825/59035/653a8eb9Fcdb5b766/1e7dd972ced548c6.jpg
['小米（MI）'],[' 小米MIX Fold 3 '],['骁龙8 Gen2 领先版'],['50-79W'],['生活防水'],['OLED折叠屏'],未知,https://item.jd.com/100061802376.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=235a24c53fd242aa8ad26c2ce5dd55ab,https://img11.360buyimg.com/n1/s450x450_jfs/t1/225595/23/237/107648/6530d7f5F01fb24f5/46d39de7a5f4b2d5.jpg
['华为（HUAWEI）'],[' 华为P60 Art '],['骁龙8系列 4G'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651265.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=04bd02b4ed1147259aaddcee15e2fae8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/194987/27/39458/90422/6535f88aF6b70584a/ffbc5288ff574d04.jpg
['三星（SAMSUNG）'],[' 三星Galaxy S22 Ultra 5G (8 Gen1) '],['骁龙8 Gen1'],['26-49W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100018354355.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5229fc308c3744258deaaf2b8d7dc16a,https://img10.360buyimg.com/n1/s450x450_jfs/t1/109857/14/42578/74990/65365261F811f8521/9278604e9b065fe8.jpg
['荣耀（HONOR）'],[' 荣耀Magic V2 '],['骁龙8 Gen2 领先版'],['50-79W'],[],['OLED折叠屏'],未知,https://item.jd.com/100058376972.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=5319e1c2c1ce4659ab9ab750d7536655,https://img12.360buyimg.com/n1/s450x450_jfs/t1/195072/2/40783/79616/6538eb1dFaaf30f88/811f1b15bc1a66f2.jpg
['三星（SAMSUNG）'],[' 三星Galaxy Z Fold5 '],['骁龙8 Gen2 领先版'],['25W及以下'],['IPX8'],['OLED折叠屏'],未知,https://item.jd.com/100062873921.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=bb8162c000324efda47f197a9f5aae46,https://img11.360buyimg.com/n1/s450x450_jfs/t1/192333/28/40303/72285/65365500F3009e82d/09993feabf887b1b.jpg
['荣耀（HONOR）'],[' 荣耀Magic V2 '],['骁龙8 Gen2 领先版'],['50-79W'],[],['OLED折叠屏'],未知,https://item.jd.com/100058376972.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e44884beb8314c39b176fc4f90c7cc85,https://img12.360buyimg.com/n1/s450x450_jfs/t1/195072/2/40783/79616/6538eb1dFaaf30f88/811f1b15bc1a66f2.jpg
['三星（SAMSUNG）'],[' 三星Galaxy S23 Ultra '],['骁龙8 Gen2'],['以官网信息为准'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100042368208.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=665a6816480e4ff8853b47dd6332b8a3,https://img13.360buyimg.com/n1/s450x450_jfs/t1/236219/19/825/59035/653a8eb9Fcdb5b766/1e7dd972ced548c6.jpg
['真我（realme）'],[' realme GT5 '],['骁龙8 Gen2'],['240W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100065762621.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b08bdc185e09483c8175e1099603c9e9,https://img11.360buyimg.com/n1/s450x450_jfs/t1/228028/22/563/54638/6532af4cFf55e3537/f033fb6d754df169.jpg
['努比亚（nubia）'],[' 努比亚Z50 Ultra '],['骁龙8 Gen2'],['80-119W'],['生活防水'],['OLED直屏'],未知,https://item.jd.com/100045180344.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=3fd97d19ec9c4b2aafd28f2a5b34dfc8,https://img14.360buyimg.com/n1/s450x450_jfs/t1/189370/6/37455/97922/6502aef9F47dd1f45/915d80cb46890cd2.jpg
['vivo'],[' vivo X90 Pro+ '],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/10066163292555.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ee2b2b33271c4e9bb086ab83d0cdc0a4,https://img10.360buyimg.com/n1/s450x450_jfs/t1/194495/23/40561/105743/653795a2F52022700/716364ddf70e6933.jpg
['三星（SAMSUNG）'],[' 三星Galaxy S23 '],['骁龙8 Gen2'],['以官网信息为准'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100042368194.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=13342777cb364423aa0d499e71a685e0,https://img14.360buyimg.com/n1/s450x450_jfs/t1/196705/28/41261/53451/653652fdFdbbe0c13/1e2978eb0efd3ea6.jpg
['小米（MI）'],[' 小米13 Pro '],['骁龙8 Gen2'],['120-150W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100049486749.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=d0788aa672b3475d963d0c14c0ba62cd,https://img14.360buyimg.com/n1/s450x450_jfs/t1/101875/16/31999/17274/6395a937E971b313b/f6f90b0c74a6acb7.jpg
['荣耀（HONOR）'],[' 荣耀Magic5 至臻版 '],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，5G，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控，大底主摄，VC散热'],https://item.jd.com/100054077501.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=141c0ac467ef4412a1e8ee7f1767a75e,https://img11.360buyimg.com/n1/s450x450_jfs/t1/95380/33/36720/54962/6401dd6cF3d665f53/e1e019d060de896a.jpg
['荣耀（HONOR）'],[' 荣耀X40 GT '],['骁龙888'],['50-79W'],['不支持防水'],['LCD'],未知,https://item.jd.com/100042265397.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=93f9f71711cc4cf694f22d357fd08d2e,https://img12.360buyimg.com/n1/s450x450_jfs/t1/188041/9/28595/24477/63469204E0e155b4c/c18bd2097196ccfa.jpg
['荣耀（HONOR）'],[' 荣耀Magic5 Pro '],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED曲面屏'],['LTPO屏幕，屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100053888577.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b33c87c0b9aa408cb1d2564329fd3fdf,https://img12.360buyimg.com/n1/s450x450_jfs/t1/207697/31/29930/66732/63fc3a82Fc2e3ec9f/35a40a693b34e11d.jpg
['小米（MI）'],[' 小米13 Ultra '],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100056974405.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=08af9303c5614bebbabc47892a7d1745,https://img10.360buyimg.com/n1/s450x450_jfs/t1/78873/16/25462/106471/6530b794Fa694582d/f1481cf9ffce746e.jpg
['一加'],[' 一加Ace 2 Pro '],['骁龙8 Gen2'],['120-150W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照'],https://item.jd.com/100060368518.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=302d3b55e0034a18816c396e358cdde4,https://img13.360buyimg.com/n1/s450x450_jfs/t1/206054/18/36509/78792/6539e952F53ca363b/f80846d3baef37f1.jpg
['一加'],[' 一加手机11 '],['骁龙8 Gen2'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100040195622.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=534fca2ad5714fa3b933ec08d09836cd,https://img12.360buyimg.com/n1/s450x450_jfs/t1/113213/21/45444/60957/65354937Fb6bace10/705c71e07276a066.jpg
['OPPO'],[' OPPO Find X6 Pro '],['骁龙8 Gen2'],['80-119W'],['IP68'],['OLED曲面屏'],['LTPO屏幕，E6材质，屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，无线充电，NFC，红外遥控'],https://item.jd.com/100054574041.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a2bd50d558b14c0d93e17455cc909faf,https://img11.360buyimg.com/n1/s450x450_jfs/t1/189039/6/40696/73945/653650e0Fc7003bbf/eb9f869d8e595deb.jpg
['华为（HUAWEI）'],[' 华为P60 Art '],['骁龙8系列 4G'],['80-119W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651265.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e708be986cb841b9a9e8cae063b6e973,https://img10.360buyimg.com/n1/s450x450_jfs/t1/194987/27/39458/90422/6535f88aF6b70584a/ffbc5288ff574d04.jpg
['小米（MI）'],[' 小米13 '],['骁龙8 Gen2'],['50-79W'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100049486743.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=63356436e4c2466e8599c5fa9265f93c,https://img13.360buyimg.com/n1/s450x450_jfs/t1/102740/9/37262/80065/6530ab8eF8102a676/b15380d47c841abd.jpg
['华为（HUAWEI）'],[' 华为Mate 50 Pro '],['未公布'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100037199895.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=792ff02873d84e92b48831054a6ab545,https://img10.360buyimg.com/n1/s450x450_jfs/t1/237367/30/347/105530/6534d34eF59c0cef4/61a98319a63d412a.jpg
['vivo'],[' iQOO 11 Pro '],['骁龙8 Gen2'],['151-200W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100048172505.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4383856923584e75923a9875b267c58a,https://img10.360buyimg.com/n1/s450x450_jfs/t1/177673/39/40683/76925/6536319bF518e0feb/b4d909c9277322dd.jpg
['vivo'],[' iQOO Z8 '],['天玑8200'],['120-150W'],['不支持防水'],['LCD'],['屏幕高刷新率'],https://item.jd.com/100061826798.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=b2cb29fab101469889440de9cc0ba8aa,https://img13.360buyimg.com/n1/s450x450_jfs/t1/199207/39/34849/53346/65378ca9Faa44441e/6b7a50f017662b6a.jpg
['vivo'],[' vivo X90s '],['天玑9200+'],['120-150W'],['不支持防水'],['未上市'],未知,https://item.jd.com/100064056488.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=93209113713b40d59d5966ca3762075e,https://img13.360buyimg.com/n1/s450x450_jfs/t1/118860/21/41722/107750/6502dc40F4500cf8e/dfabd120fd3fc93d.jpg
['荣耀（HONOR）'],[' 荣耀90 Pro '],['骁龙8+ Gen1'],['80-119W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100053093138.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=87b701a9d99c4d0781a5ca2942d14951,https://img13.360buyimg.com/n1/s450x450_jfs/t1/236648/29/619/99783/6538ee9aFdd4940b8/ac20fe3ca9deb101.jpg
['OPPO'],[' OPPO K10 5G '],['天玑8000'],['50-79W'],['生活防水'],['LTPS LCD'],['屏幕高刷新率'],https://item.jd.com/100037323622.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a938cf91336041279384ec1937062b66,https://img12.360buyimg.com/n1/s450x450_jfs/t1/228210/11/453/54263/6534df44Ff078b796/898d072b2ff6a09c.jpg
['小米（MI）'],[' Redmi Note 12 Turbo '],['骁龙7+ Gen2'],['50-79W'],['IP53'],['OLED直屏'],未知,https://item.jd.com/100047302022.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=a4a4ada958cb4607a553e7a478ac1c54,https://img12.360buyimg.com/n1/s450x450_jfs/t1/234331/29/521/72466/65363fedFbe029148/713767d0d8636cd2.jpg
['三星（SAMSUNG）'],[' 三星Galaxy S22 Ultra 5G (8 Gen1) '],['骁龙8 Gen1'],['26-49W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100018354355.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=fdbae0de9a7c4a2bb5e2b11ae6be64bb,https://img10.360buyimg.com/n1/s450x450_jfs/t1/109857/14/42578/74990/65365261F811f8521/9278604e9b065fe8.jpg
['联想（Lenovo）'],[' 拯救者Y70 '],['骁龙8+ Gen1'],['50-79W'],['不支持防水'],['OLED直屏'],['屏幕高刷新率，5G，NFC'],https://item.jd.com/100034120757.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=76f0ade74a6847b288c137522c9b6b98,https://img12.360buyimg.com/n1/s450x450_jfs/t1/121864/11/25347/76990/62fdb215Ef80ac210/075088e7a2c86a28.jpg
['小米（MI）'],[' Redmi K60 Pro '],['骁龙8 Gen2'],['120-150W'],['IP53'],['OLED直屏'],未知,https://item.jd.com/100041239042.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=8e77f6ce0e68456ebd86649d3da4e4f5,https://img12.360buyimg.com/n1/s450x450_jfs/t1/216803/15/32521/58141/648eeff0F7c282c31/d831d8b9818c96b1.jpg
['vivo'],[' vivo X90 '],['天玑9200'],['120-150W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100043413802.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=2a50cf79fca145779077bd65527affc6,https://img12.360buyimg.com/n1/s450x450_jfs/t1/163821/22/39474/115821/65186acbF82af2dd7/b60ded683fc184a4.jpg
['华为（HUAWEI）'],[' 华为P60 '],['骁龙8系列 4G'],['50-79W'],['IP68'],['OLED曲面屏'],未知,https://item.jd.com/100054651297.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6bf5698865554a0f98420d766b716d78,https://img12.360buyimg.com/n1/s450x450_jfs/t1/227219/18/761/99812/6535f583F8a317452/5b56f557c8e63cf6.jpg
['努比亚（nubia）'],[' 努比亚Z50 '],['骁龙8 Gen2'],['80-119W'],['生活防水'],['OLED曲面屏'],未知,https://item.jd.com/100040572220.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c281171547dd414599add1f986a79fab,https://img10.360buyimg.com/n1/s450x450_jfs/t1/163887/1/38600/48602/6520af4fF0ef978a0/f4816fe1ce39536d.jpg
['荣耀（HONOR）'],[' 荣耀80 GT '],['骁龙8+ Gen1'],['50-79W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100040866876.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=4753a737a9fd445d8481f0a33a218d7b,https://img11.360buyimg.com/n1/s450x450_jfs/t1/234651/27/467/68256/65352796F2f435716/dadd50614874f2bd.jpg
['OPPO'],[' OPPO Find X6 '],['天玑9200'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，高倍率变焦，潜望式长焦，防水防尘，NFC，红外遥控'],https://item.jd.com/100046131136.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=7faad99b5528448195f0c1297215cb11,https://img11.360buyimg.com/n1/s450x450_jfs/t1/233594/5/535/67487/65364fe2Ff1bbce60/7504fc13bf4069df.jpg
['小米（MI）'],[' Redmi K60 至尊版 '],['天玑9200+'],['120-150W'],['IP68'],['OLED直屏'],['屏幕指纹，高频PWM调光，NFC，红外遥控'],https://item.jd.com/100061869632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=80101eea56244756b9aa61059a6038d5,https://img12.360buyimg.com/n1/s450x450_jfs/t1/226231/26/855/67436/65369bfbF5e78e793/77fddcef28504848.jpg
['小米（MI）'],[' 小米12S Pro '],['骁龙8+ Gen1'],['120-150W'],['不支持防水'],['OLED曲面屏'],未知,https://item.jd.com/100027789697.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=6b385127349c46c19ff4cd951409d8b1,https://img12.360buyimg.com/n1/s450x450_jfs/t1/19237/15/17515/125075/62c2b412E8a402019/827e073c69bf4016.jpg
['vivo'],[' iQOO 11S '],['骁龙8 Gen2'],['151-200W'],['生活防水'],['OLED直屏'],['E6材质，屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100055626080.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=0f457163ef1d46a083dcba19ccdfeaf4,https://img10.360buyimg.com/n1/s450x450_jfs/t1/114413/19/42450/104973/65351d12F2eff9076/c1a4abdf016fd795.jpg
['华为（HUAWEI）'],[' 华为Mate 50 '],['未公布'],['50-79W'],['IP68'],['OLED直屏'],未知,https://item.jd.com/100037199917.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=86bd8b565dc949d9827506de7c9ebaee,https://img12.360buyimg.com/n1/s450x450_jfs/t1/192947/26/40655/93708/6534cf4cF9d68a94e/fe0859af4fe4193b.jpg
['华为（HUAWEI）'],[' 华为nova 11 '],['骁龙778G'],['50-79W'],['不支持防水'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，NFC'],https://item.jd.com/100049696240.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=469cbf9e500542d48f75b6b0690c67d8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/112923/16/36334/88727/6535fa1eFff344b73/b7a5b19c42d8a953.jpg
['一加'],[' 一加Ace 2 '],['骁龙8+ Gen1'],['80-119W'],['IPX4'],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，防水防尘，NFC，红外遥控，大底主摄'],https://item.jd.com/100042508892.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=7b5dfd9543694054bb06118482980b99,https://img12.360buyimg.com/n1/s450x450_jfs/t1/238383/4/593/76498/6539e944Fde6d0ffb/93f9cb872d8d9649.jpg
['一加'],[' 一加Ace Pro '],['骁龙8+ Gen1'],['120-150W'],['IPX4'],['OLED直屏'],['屏幕指纹，5G，屏幕高刷新率，防水防尘，NFC'],https://item.jd.com/100044619380.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=32896bd14b824533ad4c6694b28942d8,https://img10.360buyimg.com/n1/s450x450_jfs/t1/142857/21/28692/264660/62ecd193E577fc9fd/c3c38aab8d35e5db.jpg
['vivo'],[' iQOO Neo7 SE '],['天玑8200'],['120-150W'],['不支持防水'],['OLED直屏'],未知,https://item.jd.com/100048172463.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=983b8e6b4677455cabe09d98774e9afa,https://img13.360buyimg.com/n1/s450x450_jfs/t1/229348/22/512/68149/6535e8a4Fdb19caa6/2a0212711687a653.jpg
['小米（MI）'],[' Redmi Note 11T Pro+ '],['天玑8100'],['120-150W'],['生活防水'],['LCD'],未知,https://item.jd.com/100023150137.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=11b3662424a04044a80185c62d4ba067,https://img12.360buyimg.com/n1/s450x450_jfs/t1/28483/9/16800/68572/628cb2e9Ef114c674/5fbe663735f63657.jpg
['OPPO'],[' OPPO Reno9 Pro+ 5G '],['骁龙8+ Gen1'],['80-119W'],['生活防水'],['OLED曲面屏'],['屏幕指纹，NFC'],https://item.jd.com/100047126821.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=ad1944adc8e34a458db149e6de19e2f9,https://img11.360buyimg.com/n1/s450x450_jfs/t1/97032/34/33664/54617/637ecd14Ebde3126c/b17f81ac4dd63d16.jpg
['vivo'],[' iQOO Neo8 '],['骁龙8+ Gen1'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092880.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=f0487bed6cd44acf93b4c69469a12d67,https://img10.360buyimg.com/n1/s450x450_jfs/t1/181882/33/38903/75470/65378ca7F6e64c45d/321b9d4f3bf040a3.jpg
['vivo'],[' iQOO Z7 '],['骁龙782G'],['120-150W'],['不支持防水'],['LCD'],未知,https://item.jd.com/100045503730.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=44f7606be52241cf82b4863b08604c34,https://img10.360buyimg.com/n1/s450x450_jfs/t1/123509/38/40474/68003/65361898F3ed19b75/f2f0b97cfe27d633.jpg
['小米（MI）'],[' Redmi Note12T Pro '],['天玑8200-Ultra'],['50-79W'],['IP53'],['LCD'],未知,https://item.jd.com/100058934613.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=034a37e4ae164a46a72b8aa462ca9491,https://img13.360buyimg.com/n1/s450x450_jfs/t1/232298/16/174/83780/65308703F967ad310/c9b87751dc44e9f3.jpg
['努比亚（nubia）'],[' 红魔8S Pro '],['骁龙8 Gen2 领先版'],['80-119W'],['生活防水'],['OLED直屏'],['屏幕高刷新率'],https://item.jd.com/100061689359.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=c9da36b3a6414dacb21929b3ef7d2459,https://img14.360buyimg.com/n1/s450x450_jfs/t1/108912/12/47169/78788/653b32a6Fdb92e859/0b3d31771ddacd09.jpg
['小米（MI）'],[' Redmi K60 '],['天玑9200+'],['120-150W'],['IP68'],['OLED直屏'],['屏幕指纹，高频PWM调光，NFC，红外遥控'],https://item.jd.com/100061869632.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=1e6c672a96304f2ba61d7d2ceda970d2,https://img12.360buyimg.com/n1/s450x450_jfs/t1/226231/26/855/67436/65369bfbF5e78e793/77fddcef28504848.jpg
['小米（MI）'],[' Redmi Note 11T Pro '],['天玑8100'],['50-79W'],['生活防水'],['LCD'],未知,https://item.jd.com/100064518146.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9b3a43a1e2294bd5bb569a42adaa8e32,https://img11.360buyimg.com/n1/s450x450_jfs/t1/90805/21/42621/47189/648f1eaaF795258f9/e4b15c1ec398ec20.jpg
['vivo'],[' iQOO Neo8 Pro '],['天玑9200+'],['120-150W'],['IP53'],['OLED直屏'],['屏幕指纹，屏幕高刷新率，光学防抖拍照，NFC'],https://item.jd.com/100051092840.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=9d53b71aa13446ddb04c712faee3a8a7,https://img10.360buyimg.com/n1/s450x450_jfs/t1/236925/20/585/77231/65379955F334c5de0/2d8207fa9a976fa5.jpg
['荣耀（HONOR）'],[' 荣耀Magic5 '],['骁龙8 Gen2'],['50-79W'],[],['OLED曲面屏'],['屏幕指纹，屏幕高刷新率，高倍率变焦，NFC，红外遥控，大底主摄'],https://item.jd.com/100045099822.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=e72b813174f2475885988abd7f6f771b,https://img12.360buyimg.com/n1/s450x450_jfs/t1/222936/18/29616/89711/6538cf36F8e6b0397/9c40b4aa67d34c2e.jpg
['一加'],[' 一加Ace 竞速版 '],['天玑8100-MAX'],['50-79W'],['生活防水'],['LCD'],['屏幕高刷新率，防水防尘，NFC'],https://item.jd.com/100022199561.html?cu=true&utm_source=kong&utm_medium=tuiguang&utm_campaign=t_1000762869_&utm_term=537fff50b9e44f13a7b756887c7b64cf,https://img11.360buyimg.com/n1/s450x450_jfs/t1/232471/24/527/68461/6536504aF7aef50cf/e83c0f2222f9719f.jpg
